Información
En Valdivia se encuentra el árbol (Guamo) en una cantidad de 428
En La Estrella se encuentra el árbol (Cedro) en una cantidad de 4409
En Donmatías se encuentra el árbol (Cascarillo) en una cantidad de 1766
En Rionegro se encuentra el árbol (Castaño) en una cantidad de 3731
En Santa Bárbara se encuentra el árbol (Cuerno de alce) en una cantidad de 4190
En Amagá se encuentra el árbol (Eucalipto) en una cantidad de 2969
En Guadalupe se encuentra el árbol (Palo de agua) en una cantidad de 2617
En Girardota se encuentra el árbol (Cuerno de alce) en una cantidad de 975
En Puerto Nare se encuentra el árbol (Castaño) en una cantidad de 4072
En Caldas se encuentra el árbol (Arrayán) en una cantidad de 3412
En San Andrés de Cuerquía se encuentra el árbol (Aguacate) en una cantidad de 2003
En Chigorodó se encuentra el árbol (Pardillo) en una cantidad de 2769
En Yolombó se encuentra el árbol (Palo de agua) en una cantidad de 1585
En Granada se encuentra el árbol (Eucalipto) en una cantidad de 3562
En Jericó se encuentra el árbol (Yarumo) en una cantidad de 2586
En Murindó se encuentra el árbol (Chorisia) en una cantidad de 2459
En Cocorná se encuentra el árbol (Higuerón) en una cantidad de 3821
En Turbo se encuentra el árbol (Arrayán) en una cantidad de 683
En Campamento se encuentra el árbol (Guanábana) en una cantidad de 4781
En Campamento se encuentra el árbol (Yarumo) en una cantidad de 302
En Caucasia se encuentra el árbol (Tamarindo) en una cantidad de 1769
En Abejorral se encuentra el árbol (Cascarillo) en una cantidad de 2893
En Santa Fe de Antioquia se encuentra el árbol (Caucho) en una cantidad de 2171
En Gómez Plata se encuentra el árbol (Mango) en una cantidad de 3942
En Ituango se encuentra el árbol (Laurel) en una cantidad de 1447
En Nariño se encuentra el árbol (Guacharaco) en una cantidad de 4869
En Necoclí se encuentra el árbol (Guanábana) en una cantidad de 3368
En Donmatías se encuentra el árbol (Cuerno de alce) en una cantidad de 3778
En Nechí se encuentra el árbol (Roble) en una cantidad de 2470
En Medellín se encuentra el árbol (Pino) en una cantidad de 4417
En Angostura se encuentra el árbol (Higuerón) en una cantidad de 4517
En Arboletes se encuentra el árbol (Pital) en una cantidad de 1510
En Sonsón se encuentra el árbol (Papayo) en una cantidad de 4944
En San Andrés de Cuerquía se encuentra el árbol (Roble) en una cantidad de 826
En Murindó se encuentra el árbol (Pardillo) en una cantidad de 573
En Puerto Nare se encuentra el árbol (Mango) en una cantidad de 4929
En La Unión se encuentra el árbol (Bambú) en una cantidad de 221
En Turbo se encuentra el árbol (Arrayán) en una cantidad de 342
En Caldas se encuentra el árbol (Castaño) en una cantidad de 237
En Murindó se encuentra el árbol (Ficus) en una cantidad de 3994
En Sabaneta se encuentra el árbol (Chingalé) en una cantidad de 4253
En Jardín se encuentra el árbol (Nogal) en una cantidad de 3125
En Granada se encuentra el árbol (Palo blanco) en una cantidad de 2456
En Marinilla se encuentra el árbol (Cilantro de monte) en una cantidad de 4726
En Sonsón se encuentra el árbol (Almendro) en una cantidad de 2127
En Valdivia se encuentra el árbol (Arrayán) en una cantidad de 4868
En Yarumal se encuentra el árbol (Palo de agua) en una cantidad de 324
En San Jerónimo se encuentra el árbol (Nogal) en una cantidad de 2927
En Rionegro se encuentra el árbol (Pardillo) en una cantidad de 2824
En Santa Fe de Antioquia se encuentra el árbol (Roble) en una cantidad de 2752
En La Pintada se encuentra el árbol (Higuerilla) en una cantidad de 310
En Envigado se encuentra el árbol (Higuerilla) en una cantidad de 3836
En Belmira se encuentra el árbol (Palo de agua) en una cantidad de 2760
En Santo Domingo se encuentra el árbol (Papayo) en una cantidad de 1954
En Andes se encuentra el árbol (Pino) en una cantidad de 2800
En Puerto Nare se encuentra el árbol (Granadillo) en una cantidad de 3364
En Jericó se encuentra el árbol (Algarrobo) en una cantidad de 963
En Caucasia se encuentra el árbol (Granadillo) en una cantidad de 2014
En Necoclí se encuentra el árbol (Cedro) en una cantidad de 3500
En Andes se encuentra el árbol (Chorisia) en una cantidad de 805
En Guadalupe se encuentra el árbol (Jacarandá) en una cantidad de 562
En Apartadó se encuentra el árbol (Arrayán) en una cantidad de 2001
En La Pintada se encuentra el árbol (Chorisia) en una cantidad de 1359
En Nechí se encuentra el árbol (Granadillo) en una cantidad de 3008
En Andes se encuentra el árbol (Cafeto) en una cantidad de 1068
En San Jerónimo se encuentra el árbol (Ficus) en una cantidad de 1056
En Sonsón se encuentra el árbol (Guanábana) en una cantidad de 568
En Copacabana se encuentra el árbol (Arrayán) en una cantidad de 732
En Envigado se encuentra el árbol (Ficus) en una cantidad de 3602
En El Santuario se encuentra el árbol (Guava) en una cantidad de 3918
En San Jerónimo se encuentra el árbol (Tamarindo) en una cantidad de 1673
En Salgar se encuentra el árbol (Higuerón) en una cantidad de 1931
En Alejandría se encuentra el árbol (Arrayán) en una cantidad de 645
En San Francisco se encuentra el árbol (Higuerilla) en una cantidad de 4150
En Jardín se encuentra el árbol (Ceiba) en una cantidad de 287
En Carmen de Viboral se encuentra el árbol (Chorisia) en una cantidad de 3570
En Guarne se encuentra el árbol (Chagualo) en una cantidad de 333
En Santa Fe de Antioquia se encuentra el árbol (Tilo) en una cantidad de 2991
En Dabeiba se encuentra el árbol (Cilantro de monte) en una cantidad de 2106
En Briceño se encuentra el árbol (Aromo) en una cantidad de 2901
En Carepa se encuentra el árbol (Tamarindo) en una cantidad de 1244
En El Carmen de Viboral se encuentra el árbol (Chorisia) en una cantidad de 1833
En Donmatías se encuentra el árbol (Jacarandá) en una cantidad de 1068
En Anorí se encuentra el árbol (Piñuela) en una cantidad de 1810
En Cisneros se encuentra el árbol (Chorisia) en una cantidad de 236
En Apartadó se encuentra el árbol (Cascarillo) en una cantidad de 4859
En Apartadó se encuentra el árbol (Algarrobo) en una cantidad de 1291
En Angostura se encuentra el árbol (Pino) en una cantidad de 750
En Murindó se encuentra el árbol (Jacarandá) en una cantidad de 3613
En El Bagre se encuentra el árbol (Arrayán) en una cantidad de 445
En Valdivia se encuentra el árbol (Chorisia) en una cantidad de 2275
En Rionegro se encuentra el árbol (Tilo) en una cantidad de 1518
En Argelia se encuentra el árbol (Cafeto) en una cantidad de 2753
En Andes se encuentra el árbol (Almendro) en una cantidad de 3276
En Rionegro se encuentra el árbol (Tilo) en una cantidad de 3527
En Donmatías se encuentra el árbol (Papaya) en una cantidad de 3613
En Valdivia se encuentra el árbol (Cuerno de alce) en una cantidad de 4497
En Tarazá se encuentra el árbol (Guamo) en una cantidad de 703
En La Estrella se encuentra el árbol (Tamarindo) en una cantidad de 3249
En Mutatá se encuentra el árbol (Bambú) en una cantidad de 1475
En Jericó se encuentra el árbol (Piñuela) en una cantidad de 3278
En Caldas se encuentra el árbol (Algarrobo) en una cantidad de 3334
En Vegachí se encuentra el árbol (Guanábana) en una cantidad de 617
En Caldas se encuentra el árbol (Guamo) en una cantidad de 1663
En Santa Fe de Antioquia se encuentra el árbol (Candelillo) en una cantidad de 4777
En Apartadó se encuentra el árbol (Castaño) en una cantidad de 1262
En Yarumal se encuentra el árbol (Cascarillo) en una cantidad de 4440
En Murindó se encuentra el árbol (Palo blanco) en una cantidad de 4329
En Remedios se encuentra el árbol (Aguacate) en una cantidad de 3571
En Támesis se encuentra el árbol (Nance) en una cantidad de 2893
En Yolombó se encuentra el árbol (Castaño) en una cantidad de 4570
En Yolombó se encuentra el árbol (Arrayán) en una cantidad de 3199
En Caldas se encuentra el árbol (Candelillo) en una cantidad de 1308
En Marinilla se encuentra el árbol (Papayo) en una cantidad de 986
En Nariño se encuentra el árbol (Mango) en una cantidad de 3420
En Santo Domingo se encuentra el árbol (Caucho) en una cantidad de 2103
En La Pintada se encuentra el árbol (Cascarillo) en una cantidad de 3585
En Dabeiba se encuentra el árbol (Guayacán) en una cantidad de 2221
En San Andrés de Cuerquía se encuentra el árbol (Guamo) en una cantidad de 2678
